filter_level_1,filter_level_2,filter_level_3,variable_name,unit,value,scenario,year,geo
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","TJ","257447.292","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","TJ","257447.292","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","TJ","4374.625","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","TJ","4374.625","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","TJ","4374.625","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","TJ","4374.625","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","TJ","4374.625","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","TJ","4374.625","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","TJ","50788.467","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","TJ","50788.467","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","TJ","50788.467","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","TJ","50788.467","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","TJ","50788.467","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","TJ","50788.467","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","TJ","95940.554","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","TJ","95940.554","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","TJ","95940.554","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","TJ","95940.554","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","TJ","95940.554","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","TJ","95940.554","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Heat Pump","%","5.74062","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Heat Pump","%","5.74062","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Heat Pump","%","5.74062","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Heat Pump","%","5.74062","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Heat Pump","%","5.74062","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Heat Pump","%","5.74062","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Resistance","%","9.13658","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Resistance","%","9.13658","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Resistance","%","9.13658","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Resistance","%","9.13658","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Resistance","%","9.13658","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Electric Resistance","%","9.13658","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Gas Furnace","%","79.2262","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Gas Furnace","%","79.2262","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Gas Furnace","%","79.2262","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Gas Furnace","%","79.2262","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Gas Furnace","%","79.2262","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Gas Furnace","%","79.2262","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Fossil","%","5.8966","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Fossil","%","5.8966","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Fossil","%","5.8966","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Fossil","%","5.8966","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Fossil","%","5.8966","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of space heating units","Stock of space heating units - Fossil","%","5.8966","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Heat Pump","%","0.33753","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Heat Pump","%","0.33753","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Heat Pump","%","0.33753","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Heat Pump","%","0.33753","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Heat Pump","%","0.33753","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Heat Pump","%","0.33753","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Resistance","%","4.92104","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Resistance","%","4.92104","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Resistance","%","4.92104","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Resistance","%","4.92104","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Resistance","%","4.92104","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Electric Resistance","%","4.92104","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","%","93.15845","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","%","93.15845","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","%","93.15845","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","%","93.15845","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","%","93.15845","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Gas Furnace","%","93.15845","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","%","1.58298","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","%","1.58298","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","%","1.58298","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","%","1.58298","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","%","1.58298","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of water heating units","Stock of water heating units - Other","%","1.58298","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","%","34.61378","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","%","34.61378","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","%","34.61378","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","%","34.61378","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","%","34.61378","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Electric Resistance","%","34.61378","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","%","65.38622","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","%","65.38622","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","%","65.38622","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","%","65.38622","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","%","65.38622","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Stock of cooking units","Stock of cooking units - Gas","%","65.38622","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Commercial HVAC investment in 2020s","Commercial HVAC investment in 2020s - Cumulative 5-yr","million $2018","NA","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Commercial HVAC investment in 2020s","Commercial HVAC investment in 2020s - Cumulative 5-yr","million $2018","NA","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Commercial HVAC investment in 2020s","Commercial HVAC investment in 2020s - Cumulative 5-yr","million $2018","NA","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Commercial HVAC investment in 2020s","Commercial HVAC investment in 2020s - Cumulative 5-yr","million $2018","NA","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Commercial HVAC investment in 2020s","Commercial HVAC investment in 2020s - Cumulative 5-yr","million $2018","NA","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Commercial","Commercial HVAC investment in 2020s","Commercial HVAC investment in 2020s - Cumulative 5-yr","million $2018","NA","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Electricity","TJ","3843003.105","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Electricity","TJ","3844058.105","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Electricity","TJ","3844058.105","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Electricity","TJ","3836415.414","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Electricity","TJ","3843003.105","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Electricity","TJ","3844058.105","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Steam","TJ","4558091.501","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Steam","TJ","4558091.501","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Steam","TJ","4558091.501","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Steam","TJ","4558091.501","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Steam","TJ","4558091.501","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Steam","TJ","4558091.501","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas","TJ","4754809.336","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas","TJ","4765359.336","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas","TJ","4754809.336","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas","TJ","4765359.336","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas","TJ","4765359.336","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas","TJ","4774874.341","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas feedstock","TJ","149810","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas feedstock","TJ","149810","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas feedstock","TJ","149810","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas feedstock","TJ","149810","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas feedstock","TJ","149810","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Pipeline gas feedstock","TJ","149810","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Hydrogen","TJ","894203.76","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Hydrogen","TJ","894203.76","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Hydrogen","TJ","894203.76","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Hydrogen","TJ","894203.76","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Hydrogen","TJ","894203.76","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Hydrogen","TJ","894203.76","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Gasoline","TJ","211891.266","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Gasoline","TJ","211891.266","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Gasoline","TJ","211891.266","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Gasoline","TJ","211939.489","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Gasoline","TJ","211891.266","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Gasoline","TJ","211891.266","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Distillate oil","TJ","1071793.885","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Distillate oil","TJ","1071793.885","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Distillate oil","TJ","1071793.885","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Distillate oil","TJ","1072486.55","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Distillate oil","TJ","1071793.885","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Distillate oil","TJ","1071793.885","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg","TJ","201981.987","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg","TJ","201981.987","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg","TJ","201981.987","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg","TJ","202172.591","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg","TJ","201981.987","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg","TJ","201981.987","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg feedstock","TJ","3096425","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg feedstock","TJ","3096425","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg feedstock","TJ","3096425","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg feedstock","TJ","3096425","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg feedstock","TJ","3096425","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Lpg feedstock","TJ","3096425","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Other petroleum","TJ","4440024.441","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Other petroleum","TJ","4439717.248","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Other petroleum","TJ","4428112.248","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Other petroleum","TJ","4439717.248","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Other petroleum","TJ","4439717.248","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Other petroleum","TJ","4428112.248","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Petrochemical feedstock","TJ","769095","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Petrochemical feedstock","TJ","769095","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Petrochemical feedstock","TJ","769095","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Petrochemical feedstock","TJ","769095","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Petrochemical feedstock","TJ","769095","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Petrochemical feedstock","TJ","769095","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Biomass & waste","TJ","205061.718","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Biomass & waste","TJ","205061.718","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Biomass & waste","TJ","205061.718","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Biomass & waste","TJ","205061.718","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Biomass & waste","TJ","205061.718","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Biomass & waste","TJ","205061.718","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Coal & coking coal","TJ","899426.796","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Coal & coking coal","TJ","899426.796","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Coal & coking coal","TJ","899426.796","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Coal & coking coal","TJ","900870.921","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Coal & coking coal","TJ","899426.796","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use","Final energy use - Coal & coking coal","TJ","899426.796","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Agriculture","PJ","1141.83249","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.825","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.825","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Aluminum industry","PJ","226.78793","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8544.00876","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8544.00876","REF","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E+RE+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Bulk chemicals","PJ","8543.52914","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E-B+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E+RE-","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E+","2020","national"
"PILLAR 1: Efficiency/Electrification","Industrial","Final energy use by sector","Final energy use by sector - Cement & lime","PJ","419.85028","E-B+","2020","national"
