filter_level_1,filter_level_2,filter_level_3,variable_name,unit,value,scenario,year,geo
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","1.23145","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.2386","E+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.2386","E-B+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.2386","E-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.2386","E+RE+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.2386","E+RE-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.2386","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.05641","E+RE-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.05641","E+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.05642","E-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.05642","E+RE+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.05642","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.05641","E-B+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.60288","E-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.6289","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.60116","E+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.61293","E+RE-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.60068","E+RE+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.60462","E-B+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.09775","E-B+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.09775","E+RE-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.09776","E-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.09775","E+RE+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.09774","E+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.09772","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.10506","E+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.10506","E-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.10506","E+RE-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.10506","E-B+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.10506","E+RE+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.10506","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","E-B+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","REF","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","E+","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","E+RE-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","E-","2020","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","E+RE+","2020","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.05532","E-","2020","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.05513","E-B+","2020","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.05313","REF","2020","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.05496","E+","2020","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.05516","E+RE+","2020","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.05462","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","657.712","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","649.099","E-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","0","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","649.099","E-B+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","657.712","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","657.712","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","38360.655","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","37318.895","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","38357.156","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","38360.655","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","37318.895","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","36265.772","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","22851.677","E-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","22856.95","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","22851.352","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","22848.664","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","22856.588","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","22851.919","E-B+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","2823.075","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","2831.472","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","2832.539","E-B+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","2816.437","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","2841.352","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","2844.226","E-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","130921.191","E-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","131160.32","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","130956.234","E-B+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","130928.031","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","130939.405","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","131162.483","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","170815.791","E-B+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","170808.404","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","170813.423","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","170817.333","E-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","170656.326","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","170809.856","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","7796.533","REF","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","7795.984","E+RE-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","7795.995","E+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","7795.987","E-","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","7795.995","E+RE+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","7795.991","E-B+","2020","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - H2 from nat gas & electricity, synfuels","million $2018","2635.861","E+RE+","2020","national"
