filter_level_1,filter_level_2,filter_level_3,variable_name,unit,value,scenario,year,geo
"MACRO RESULTS","Primary energy","NA","Biomass","EJ","12.27907","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Biomass","EJ","12.27906","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Biomass","EJ","12.27907","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Biomass","EJ","22.89653","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Biomass","EJ","3.51378","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Biomass","EJ","12.27907","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Coal and Coke","EJ","0.00074","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Coal and Coke","EJ","0.17878","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Coal and Coke","EJ","0.29652","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Coal and Coke","EJ","0.06832","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Coal and Coke","EJ","0.46172","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Coal and Coke","EJ","4.74189","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Geothermal","EJ","0.05349","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Geothermal","EJ","0.05383","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Geothermal","EJ","0.54449","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Geothermal","EJ","0.10748","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Geothermal","EJ","0.05404","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Geothermal","EJ","0.05398","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Hydro","EJ","1.0677","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Hydro","EJ","1.0677","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Hydro","EJ","1.0677","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Hydro","EJ","1.0677","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Hydro","EJ","1.06769","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Hydro","EJ","1.0677","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Natural Gas","EJ","8.51792","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Natural Gas","EJ","6.97292","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Natural Gas","EJ","8.06526","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Natural Gas","EJ","0.02198","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Natural Gas","EJ","18.21463","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Natural Gas","EJ","37.95964","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Oil","EJ","17.82496","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Oil","EJ","15.87157","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Oil","EJ","10.5662","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Oil","EJ","0.00595","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Oil","EJ","37.56107","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Oil","EJ","13.57189","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Solar","EJ","4.95401","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Solar","EJ","11.71881","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Solar","EJ","9.51088","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Solar","EJ","20.87775","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Solar","EJ","1.91582","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Solar","EJ","11.73732","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Uranium","EJ","28.45394","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Uranium","EJ","6.399","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Uranium","EJ","5.11252","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Uranium","EJ","-0.00121","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Uranium","EJ","4.34596","REF","2050","national"
"MACRO RESULTS","Primary energy","NA","Uranium","EJ","5.55016","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Wind","EJ","21.35713","E+","2050","national"
"MACRO RESULTS","Primary energy","NA","Wind","EJ","8.57861","E+RE-","2050","national"
"MACRO RESULTS","Primary energy","NA","Wind","EJ","18.62182","E-B+","2050","national"
"MACRO RESULTS","Primary energy","NA","Wind","EJ","38.75904","E+RE+","2050","national"
"MACRO RESULTS","Primary energy","NA","Wind","EJ","25.99271","E-","2050","national"
"MACRO RESULTS","Primary energy","NA","Wind","EJ","5.41668","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coal","Gt CO2","0.34811","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coal","Gt CO2","7e-05","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coal","Gt CO2","0.01162","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coal","Gt CO2","0","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coal","Gt CO2","0.02373","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coal","Gt CO2","0.02096","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coke","Gt CO2","0.08214","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coke","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coke","Gt CO2","0.00455","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coke","Gt CO2","0.00661","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coke","Gt CO2","0.00629","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Coke","Gt CO2","0.0181","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Diesel","Gt CO2","0","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Diesel","Gt CO2","0.62785","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Diesel","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Diesel","Gt CO2","0.29253","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Diesel","Gt CO2","0.29277","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Diesel","Gt CO2","0.07685","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Gasoline","Gt CO2","0.13885","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Gasoline","Gt CO2","0","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Gasoline","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Gasoline","Gt CO2","0.09263","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Gasoline","Gt CO2","0.03396","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Gasoline","Gt CO2","0.92169","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Jet fuel","Gt CO2","0.21223","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Jet fuel","Gt CO2","0.21224","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Jet fuel","Gt CO2","0.3131","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Jet fuel","Gt CO2","0.21237","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Jet fuel","Gt CO2","0.20893","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Jet fuel","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","LPG","Gt CO2","0.296","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","LPG","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","LPG","Gt CO2","0.3101","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","LPG","Gt CO2","0.31009","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","LPG","Gt CO2","0.29597","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","LPG","Gt CO2","0.33481","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Natural gas","Gt CO2","0.87506","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Natural gas","Gt CO2","0.38747","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Natural gas","Gt CO2","0.33499","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Natural gas","Gt CO2","0.40921","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Natural gas","Gt CO2","0.00106","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Natural gas","Gt CO2","1.82364","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Residual petroleum","Gt CO2","0.00041","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Residual petroleum","Gt CO2","0.15967","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Residual petroleum","Gt CO2","0.12167","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Residual petroleum","Gt CO2","0.24634","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Residual petroleum","Gt CO2","0.20287","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Residual petroleum","Gt CO2","0.27854","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Industrial co2","Gt CO2","0.14511","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Industrial co2","Gt CO2","0.14511","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Industrial co2","Gt CO2","0.14511","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Industrial co2","Gt CO2","0.14511","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Industrial co2","Gt CO2","0.14511","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Industrial co2","Gt CO2","0.14511","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Geologic sequestration","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Geologic sequestration","Gt CO2","-1.48427","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Geologic sequestration","Gt CO2","-1.36099","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Geologic sequestration","Gt CO2","-0.92909","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Geologic sequestration","Gt CO2","-3e-04","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Geologic sequestration","Gt CO2","-1.64948","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Product co2","Gt CO2","-0.41282","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Product co2","Gt CO2","-0.41282","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Product co2","Gt CO2","-0.41282","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Product co2","Gt CO2","-0.41282","E+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Product co2","Gt CO2","-0.41282","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Product co2","Gt CO2","-0.41282","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Net","Gt CO2","4.46187","REF","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Net","Gt CO2","-0.17","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Net","Gt CO2","-0.17","E-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Net","Gt CO2","-0.26618","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Net","Gt CO2","-0.17","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","NA","Net","Gt CO2","-0.17","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coal","Gt CO2","7e-05","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coal","Gt CO2","0.34811","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coal","Gt CO2","0.02096","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coal","Gt CO2","0","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coal","Gt CO2","0.02373","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coal","Gt CO2","0.01162","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coke","Gt CO2","0.00629","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coke","Gt CO2","0.00455","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coke","Gt CO2","0.08214","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coke","Gt CO2","0.00661","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coke","Gt CO2","0.0181","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Coke","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Diesel","Gt CO2","0.29253","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Diesel","Gt CO2","0.07685","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Diesel","Gt CO2","0.62785","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Diesel","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Diesel","Gt CO2","0","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Diesel","Gt CO2","0.29277","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","0","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","0.92169","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","0.09263","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","0.03396","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Gasoline","Gt CO2","0.13885","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.20893","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.21237","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.21224","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.3131","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Jet fuel","Gt CO2","0.21223","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.04313","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.00431","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.00428","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.01841","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - LPG","Gt CO2","0.01842","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","0.40921","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","0.33499","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","0.38747","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","0.00106","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","1.82364","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Natural gas","Gt CO2","0.87506","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.00053","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.03853","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.08174","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.00041","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.12521","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Residual petroleum","Gt CO2","0.15741","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.14511","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.14511","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.14511","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.14511","E-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.14511","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Industrial co2","Gt CO2","0.14511","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","-0.92909","E+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","-3e-04","REF","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","0","E+RE+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","-1.36099","E-B+","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","-1.64948","E+RE-","2050","national"
"MACRO RESULTS","CO2 emissions","Product CO2 netted out","Product CO2 netted out - Geologic sequestration","Gt CO2","-1.48427","E-","2050","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.66243","E+RE-","2050","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.23389","REF","2050","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","2.11462","E-","2050","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","2.18713","E+RE+","2050","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.72778","E+","2050","national"
"MACRO RESULTS","System costs","Total - Annualized","Total - Annualized","trillion $2018","1.77533","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","283352.612","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","0","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","243936.993","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","283352.612","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","243936.993","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Incremental end-use investments","million $2018","283352.612","E+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","156144.969","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","371980.982","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","612946.266","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","156144.969","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","79866.396","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Renewable power plants","million $2018","312600.125","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","24921.741","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","2624.373","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","19949.554","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","32556.342","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","152326.506","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Nuclear plants","million $2018","27389.962","E+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","15959.827","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","7780.441","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","17737.558","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","18670.828","E+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","14279.374","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Grid batteries","million $2018","3476.808","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","89489.485","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","104731.438","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","113452.842","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","84880.3","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","91440.958","E+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Other, including NG-CCS power","million $2018","81122.799","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","463338.745","E+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","527617.178","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","291536.74","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","391375.247","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","417243.439","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Electricity T&D","million $2018","372069.986","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","145370.179","E-B+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","106924.485","E+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","141315.426","E+RE+","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","86196.666","E-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","64298.948","E+RE-","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - Bioconversion plants","million $2018","5703.962","REF","2050","national"
"MACRO RESULTS","System costs","Capital (amortized payment) and Fixed O&M","Capital (amortized payment) and Fixed O&M - H2 from nat gas & electricity, synfuels","million $2018","38898.922","E+","2050","national"
